OutputName,OutputType,OutputTier,basic_resource_list,basic_resource_quantity_list,max_daily_production,resource_list_length
Performance Monitor Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Platinum Processor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 37029.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,14.0
Polymer Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Power Junction Hub Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Iron Ore Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Sensor Grid Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Predictive Analysis Engine Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Krypton Extractor T4,BUILDING,4,"['Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Titanium Ore', 'Copper Ore', 'Silicon Crystal', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[394976.0, 394976.0, 394976.0, 888696.0, 49374.0, 49374.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,13.0
Power Limiter Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Gold Ore Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Power Source Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Hafnium Ore Extractor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,14.0
Neodymium Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Sensor Chip Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Neon Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Framework 3 Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Sealing Ring Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Frequency Modulator Processor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 37029.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,14.0
Thermal Distribution System Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Scanner Module Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Gold Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Tenon Gas Extractor T4,BUILDING,4,"['Nitrogen', 'Tenon Gas', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[49374.0, 148122.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,14.0
Scandium Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Graphene Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Hafnium Processor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 37029.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,14.0
Hydrocarbon Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Rhodium Processor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 37029.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,14.0
Iridium Processor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 37029.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,14.0
Neural Coral Compounds Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Iron Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Quantum Targeting Core Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Cobalt Ore Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Iron Beam Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Kinetic Housing Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Rhenium Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Lithium Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Load Balancer Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Response Matrix Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Platinum Alloy Processor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 37029.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,14.0
Resonium Processor T4,BUILDING,4,"['Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Titanium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[69125.0, 582625.0, 217250.0, 88875.0, 622125.0, 69125.0, 888696.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Magnet Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Repair Kit 3 Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Repair Kit 1 Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Magnetic Core Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Quantum Trajectory Computer Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Control Circuit Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Argon Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Zirconium Ore Extractor T4,BUILDING,4,"['Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Titanium Ore', 'Copper Ore', 'Silicon Crystal', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[394976.0, 394976.0, 394976.0, 888696.0, 49374.0, 49374.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,13.0
Biolumite Extractor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,14.0
Farm Hub T4,BUILDING,4,"['Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Tungsten Ore', 'Copper Ore', 'Nitrogen', 'Tenon Gas', 'Palladium', 'Iridium Ore', 'Platinum Ore', 'Bathysphere Pearls', 'Neodymium']","[888696.0, 789952.0, 394976.0, 394976.0, 296244.0, 65832.0, 49374.0, 148122.0, 74058.0, 394976.0, 394976.0, 98744.0, 37029.0]",3.118991195068149,13.0
Voltage Regulator Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Ochre Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Jasphorus Crystals Extractor T4,BUILDING,4,"['Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Titanium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[69125.0, 582625.0, 217250.0, 88875.0, 622125.0, 69125.0, 888696.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,14.0
Beryllium Crystals Extractor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,14.0
Titanium Housing Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Aluminum Ore Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Thermal Bloom Sediment Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
